source_mat_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,down_par,down_par_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method
EMOBON_BPNS_Wa_31,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,7.19,CTD,,,,,1.75,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,1.95,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,1.63,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_32,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,7.19,CTD,,,,,1.75,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,1.95,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,1.63,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_33,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,7.19,CTD,,,,,1.75,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,1.95,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,1.63,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_34,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,7.19,CTD,,,,,1.75,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,1.95,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,1.63,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,NA,NA,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,,,NA,NA,,,,,,,,
EMOBON_BPNS_Wa_36,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,7.19,CTD,,,,,1.75,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,1.95,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,1.63,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_37,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,7.19,CTD,,,,,1.75,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,1.95,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,1.63,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_38,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,7.19,CTD,,,,,1.75,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,1.95,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,1.63,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_39,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,7.19,CTD,,,,,1.75,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,1.95,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,1.63,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,NA,NA,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,,,NA,NA,,,,,,,,
EMOBON_BPNS_Wa_41,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_42,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_43,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_44,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,NA,NA,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,,,NA,NA,,,,,,,,
EMOBON_BPNS_Wa_46,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_47,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_48,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_49,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,NA,NA,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,,,NA,NA,,,,,,,,
EMOBON_BPNS_Wa_51,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_52,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_53,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_54,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,NA,NA,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,,,NA,NA,,,,,,,,
EMOBON_BPNS_Wa_56,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_57,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
EMOBON_BPNS_Wa_58,NA,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,8.14,CTD,,,,,4.37,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.42,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,Expected 12-2024,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,
